Id,text,label
12286,"The Powerpuff Girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact .",4
12287,"( Raimi 's ) matured quite a bit with Spider-Man , even though it 's one of the most plain white toast comic book films you 'll ever see .",3
12288,"A new film from Bill Plympton , the animation master , is always welcome .",5
12289,A devastating indictment of unbridled greed and materalism .,1
12290,"What makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .",4
12291,"The film has a kind of hard , cold effect .",2
12292,The gags are often a stitch .,4
12293,"The asylum material is gripping , as are the scenes of Jia with his family .",5
12294,"A bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract Frank Tashlin comedy and as a playful recapitulation of the artist 's career .",3
12295,One ca n't deny its seriousness and quality .,4
12296,"Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing .",5
12297,"This engrossing , characteristically complex Tom Clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .",3
12298,"Ryan Gosling is , in a word , brilliant as the conflicted Daniel .",5
12299,... somehow manages to escape the shackles of its own clich̩s to be the best espionage picture to come out in weeks .,5
12300,"Much of The Lady and the Duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .",4
12301,Takes a simple premise and carries it to unexpected heights .,5
12302,"With few respites , Marshall keeps the energy humming , and his edits , unlike those in Moulin Rouge , are crisp and purposeful without overdoing it .",5
12303,"Its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .",4
12304,Provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views .,4
12305,"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .",4
12306,"Comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .",4
12307,"A naturally funny film , Home Movie makes you crave Chris Smith 's next movie .",5
12308,Pipe Dream does have its charms .,4
12309,"The leads are natural and lovely , the pace is serene , the humor wry and sprightly .",5
12310,Those who want to be jolted out of their gourd should drop everything and run to Ichi .,4
12311,"... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .",4
12312,"Sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .",4
12313,"Despite the film 's bizarre developments , Hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity .",4
12314,To get at the root psychology of this film would require many sessions on the couch of Dr. Freud .,2
12315,Great over-the-top moviemaking if you 're in a slap-happy mood .,5
12316,Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .,5
12317,The magic ( and original running time ) of ace Japanimator Hayao Miyazaki 's Spirited Away survives intact in BV 's re-voiced version .,4
12318,"From the dull , surreal ache of mortal awareness emerges a radiant character portrait .",4
12319,Captures the raw comic energy of one of our most flamboyant female comics .,5
12320,"It 's not particularly subtle ... However , it still manages to build to a terrifying , if obvious , conclusion .",3
12321,The auteur 's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug .,4
12322,Bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness .,5
12323,"This enthralling documentary ... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends .",5
12324,Some remarkable achival film about how Shanghai ( of all places ) served Jews who escaped the Holocaust .,4
12325,"In a movie full of surprises , the biggest is that Secret Ballot is a comedy , both gentle and biting .",4
12326,"The urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative .",5
12327,A manically generous Christmas vaudeville .,4
12328,"Tony Gayton 's script does n't give us anything we have n't seen before , but director D.J. Caruso 's grimy visual veneer and Kilmer 's absorbing performance increase the gravitational pull considerably .",3
12329,A psychic journey deep into the very fabric of Iranian ... life .,4
12330,"It 's a smartly directed , grown-up film of ideas .",5
12331,"While puerile men dominate the story , the women shine .",3
12332,"Unlike lots of Hollywood fluff , this has layered , well-developed characters and some surprises .",4
12333,"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .",2
12334,"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .",2
12335,"Vera has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores .",4
12336,A French film with a more down-home flavor .,4
12337,"Depending upon your reaction to this movie , you may never again be able to look at a red felt Sharpie pen without disgust , a thrill , or the giggles .",3
12338,"While Bollywood\/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals , it also has plenty for those ( like me ) who are n't .",4
12339,"There are times when you wish that the movie had worked a little harder to conceal its contrivances , but Brown Sugar turns out to be a sweet and enjoyable fantasy .",3
12340,"Fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees .",4
12341,"As Janice , Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .",4
12342,"Sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be .",4
12343,"Dong shows how intolerance has the power to deform families , then tear them apart .",3
12344,"The Chateau belongs to Rudd , whose portrait of a therapy-dependent flakeball spouting French malapropisms ... is a nonstop hoot .",4
12345,"The cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing .",4
12346,It trusts the story it sets out to tell .,5
12347,I could n't recommend this film more .,4
12348,"As a good old-fashioned adventure for kids , Spirit : Stallion of the Cimarron is a winner .",4
12349,An effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence .,4
12350,Succeeds as a well-made evocation of a subculture .,4
12351,... an interesting slice of history .,4
12352,"Me no lika da accents so good , but I thoroughly enjoyed the love story .",4
12353,Scott Baio is turning in some delightful work on indie projects .,4
12354,It 's an experience in understanding a unique culture that is presented with universal appeal .,4
12355,What 's surprising is how well it holds up in an era in which computer-generated images are the norm .,4
12356,"Brings together some of the biggest names in Japanese anime , with impressive results .",5
12357,"Wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of Star Wars",4
12358,A flick about our infantilized culture that is n't entirely infantile .,4
12359,"An exceptionally acted , quietly affecting cop drama .",5
12360,"Sensual , funny and , in the end , very touching .",5
12361,"Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",4
12362,"Who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by Godfrey Reggio , with music by Philip Glass ?",4
12363,( A ) smarter and much funnier version of the old Police Academy flicks .,4
12364,"Proof once again that if the filmmakers just follow the books , they ca n't go wrong .",5
12365,"Better effects , better acting and a hilarious Kenneth Branagh .",5
12366,An excellent sequel .,5
12367,Both a grand tour through 300 hundred years of Russian cultural identity and a stunning technical achievement .,5
12368,Just how these families interact may surprise you .,3
12369,Proves that some movie formulas do n't need messing with -- like the big-bug movie .,3
12370,A surprisingly funny movie .,5
12371,"This new movie version of the Alexandre Dumas classic is the stuff of high romance , brought off with considerable wit .",4
12372,"Like all of Egoyan 's work , Ararat is fiercely intelligent and uncommonly ambitious .",4
12373,"If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off , this will be an enjoyable choice for younger kids .",4
12374,... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .,5
12375,"( Clooney 's ) debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh .",4
12376,"Although made on a shoestring and unevenly acted , conjures a Lynch-like vision of the rotting underbelly of Middle America .",2
12377,A piquant meditation on the things that prevent people from reaching happiness .,3
12378,"A timely look back at civil disobedience , anti-war movements and the power of strong voices .",4
12379,Rifkin 's references are ... impeccable throughout .,5
12380,I 'd be lying if I said my ribcage did n't ache by the end of Kung Pow .,4
12381,"More than their unique residences , Home Movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .",5
12382,The movie is ingenious fun .,5
12383,See it .,5
12384,The combination of lightness and strictness in this instance gives Italian for Beginners an amiable aimlessness that keeps it from seeming predictably formulaic .,3
12385,The script is smart and dark - hallelujah for small favors .,4
12386,"An intelligent , multi-layered and profoundly humanist ( not to mention gently political ) meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .",5
12387,"Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .",4
12388,"Spectacular in every sense of the word , even if you don ' t know an Orc from a Uruk-Hai .",5
12389,"This is n't exactly profound cinema , but it 's good-natured and sometimes quite funny .",4
12390,"This is a finely written , superbly acted offbeat thriller .",5
12391,Tres Greek writer and star Nia Vardalos has crafted here a worldly-wise and very funny script .,4
12392,A tasty appetizer that leaves you wanting more .,4
12393,It gives devastating testimony to both people 's capacity for evil and their heroic capacity for good .,4
12394,"The film reminds me of a vastly improved Germanic version of My Big Fat Greek Wedding -- with better characters , some genuine quirkiness and at least a measure of style .",4
12395,The difference is that I truly enjoyed most of Mostly Martha while I ne,4
12396,Morton deserves an Oscar nomination .,5
12397,"A colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded .",5
12398,The screenplay never lets us forget that Bourne was once an amoral assassin just like the ones who are pursuing him ... There is never really a true `` us '' versus `` them '' .,4
12399,The history is fascinating ; the action is dazzling .,5
12400,They just do n't work in concert .,2
12401,"For those in search of something different , Wendigo is a genuinely bone-chilling tale .",4
12402,A lovely film for the holiday season .,4
12403,"It remains to be seen whether Statham can move beyond the crime-land action genre , but then again , who says he has to ?",3
12404,A hypnotic cyber hymn and a cruel story of youth culture .,4
12405,It 's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .,5
12406,"At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",5
12407,"The performances of the children , untrained in acting , have an honesty and dignity that breaks your heart .",4
12408,"Despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .",4
12409,"This rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n't seen , which , in this day and age , is of course the point .",4
12410,"Adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",5
12411,"A completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration .",4
12412,Superbly photographed and staged by Mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .,5
12413,"The ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations .",5
12414,"Not quite as miraculous as its DreamWorks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .",4
12415,A properly spooky film about the power of spirits to influence us whether we believe in them or not .,4
12416,"The lightest , most breezy movie Steven Spielberg has made in more than a decade .",4
12417,And the positive change in tone here seems to have recharged him .,4
12418,"Like Edward Norton in American History X , Ryan Gosling ( Murder By Numbers ) delivers a magnetic performance .",5
12419,"This is a very funny , heartwarming film .",5
12420,"It has fun with the quirks of family life , but it also treats the subject with fondness and respect .",5
12421,"Rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",5
12422,The leanest and meanest of Solondz 's misanthropic comedies .,4
12423,"A dark , quirky road movie that constantly defies expectation .",5
12424,There are some movies that hit you from the first scene and you know it 's going to be a trip .,4
12425,Igby Goes Down is one of those movies .,3
12426,"Often messy and frustrating , but very pleasing at its best moments , it 's very much like life itself .",4
12427,"A burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at .",5
12428,"An energetic , violent movie with a momentum that never lets up .",4
12429,"Lasker 's canny , meditative script distances sex and love , as Byron and Luther ... realize they ca n't get no satisfaction without the latter .",4
12430,It turns out to be smarter and more diabolical than you could have guessed at the beginning .,5
12431,Cage makes an unusual but pleasantly haunting debut behind the camera .,4
12432,Noyce has worked wonders with the material .,5
12433,It 's mostly a pleasure to watch .,4
12434,"And the reason for that is a self-aware , often self-mocking , intelligence .",4
12435,The Chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .,4
12436,"A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy .",4
12437,"There are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys .",4
12438,"Vividly demonstrates that the director of such Hollywood blockbusters as Patriot Games can still turn out a small , personal film with an emotional wallop .",5
12439,A four star performance from Kevin Kline who unfortunately works with a two star script .,4
12440,Dogtown & Z-Boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of James Dean .,4
12441,"If you do n't flee , you might be seduced .",3
12442,"If you do n't laugh , flee .",3
12443,"Payne constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .",4
12444,"Koury frighteningly and honestly exposes one teenager 's uncomfortable class resentment and , in turn , his self-inflicted retaliation .",4
12445,The Santa Clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .,4
12446,"Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show .",4
12447,Succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides .,4
12448,The first Bond movie in ages that is n't fake fun .,4
12449,"This odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in Morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one .",5
12450,"A film centering on a traditional Indian wedding in contemporary New Delhi may not sound like specialized fare , but Mira Nair 's film is an absolute delight for all audiences .",5
12451,A weird and wonderful comedy .,5
12452,"The movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .",4
12453,Has the capability of effecting change and inspiring hope .,4
12454,"A first-class , thoroughly involving B movie that effectively combines two surefire , beloved genres -- the prison flick and the fight film .",5
12455,LaBute 's careful handling makes the material seem genuine rather than pandering .,5
12456,"In between all the emotional seesawing , it 's hard to figure the depth of these two literary figures , and even the times in which they lived .",2
12457,But they fascinate in their recklessness .,4
12458,"Death to Smoochy is often very funny , but what 's even more remarkable is the integrity of DeVito 's misanthropic vision .",4
12459,"A beautiful , entertaining two hours .",5
12460,"You get the idea , though , that Kapur intended the film to be more than that .",3
12461,"A wonderful , ghastly film .",4
12462,"Amid the new populist comedies that underscore the importance of family tradition and familial community , one would be hard-pressed to find a movie with a bigger , fatter heart than Barbershop .",5
12463,Parris ' performance is credible and remarkably mature .,4
12464,` Enigma ' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of ` We Were Soldiers . ',3
12465,Munch 's screenplay is tenderly observant of his characters .,4
12466,He watches them as they float within the seas of their personalities .,4
12467,His scenes are short and often unexpected .,3
12468,It grabs you in the dark and shakes you vigorously for its duration .,4
12469,"Leigh 's daring here is that without once denying the hardscrabble lives of people on the economic fringes of Margaret Thatcher 's ruinous legacy , he insists on the importance of those moments when people can connect and express their love for each other .",3
12470,"Hashiguchi vividly captures the way young Japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse .",4
12471,Uneven but a lot of fun .,4
12472,I know that I 'll never listen to Marvin Gaye or the Supremes the same way again,4
12473,"The two leads , nearly perfect in their roles , bring a heart and reality that buoy the film , and at times , elevate it to a superior crime movie .",5
12474,"Not as good as The Full Monty , but a really strong second effort .",4
12475,"Whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .",4
12476,"If horses could fly , this is surely what they 'd look like .",3
12477,"Unfolds as one of the most politically audacious films of recent decades from any country , but especially from France .",4
12478,This real-life Hollywood fairy-tale is more engaging than the usual fantasies Hollywood produces .,4
12479,"The graphic carnage and re-creation of war-torn Croatia is uncomfortably timely , relevant , and sickeningly real .",4
12480,"Left me with the visceral sensation of longing , lasting traces of Charlotte 's web of desire and desperation .",4
12481,The characters are more deeply thought through than in most ` right-thinking ' films .,4
12482,"Crammed with incident , and bristles with passion and energy .",4
12483,"It 's fun , splashy and entertainingly nasty .",4
12484,"A simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .",5
12485,"It might be ` easier ' to watch on video at home , but that should n't stop die-hard French film connoisseurs from going out and enjoying the big-screen experience .",4
12486,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .",3
12487,"Witty , contemplative , and sublimely beautiful .",5
12488,A surprisingly ` solid ' achievement by director Malcolm D. Lee and writer John Ridley .,4
12489,"Woven together handsomely , recalling sixties ' rockumentary milestones from Lonely Boy to Do n't Look Back .",4
12490,"This is pure , exciting moviemaking .",5
12491,You wo n't exactly know what 's happening but you 'll be blissfully exhausted .,3
12492,The 1960s rebellion was misdirected : you ca n't fight your culture .,3
12493,Works because Reno does n't become smug or sanctimonious towards the audience .,5
12494,Nettelbeck ... has a pleasing way with a metaphor .,4
12495,A pure participatory event that malnourished intellectuals will gulp down in a frenzy .,3
12496,The cast delivers without sham the raw-nerved story .,4
12497,"Steven Soderbergh 's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life .",4
12498,"The film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations .",4
12499,"It lets you brush up against the humanity of a psycho , without making him any less psycho .",4
12500,"Sillier , cuter , and shorter than the first ( as best I remember ) , but still a very good time at the cinema .",5
12501,The film is bright and flashy in all the right ways .,5
12502,"Elegant and eloquent ( meditation ) on death and that most elusive of passions , love .",5
12503,Cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most .,4
12504,Filmmaker Tian Zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,5
12505,"It excels because , unlike so many other Hollywood movies of its ilk , it offers hope .",4
12506,"Shot in rich , shadowy black-and-white , Devils chronicles , with increasingly amused irony , the relationship between reluctant captors and befuddled captives .",5
12507,There 's no clear picture of who killed Bob Crane .,3
12508,But here 's a glimpse at his life .,3
12509,"Spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing .",5
12510,"A summer entertainment adults can see without feeling embarrassed , but it could have been more .",4
12511,Sparse but oddly compelling .,4
12512,"A stirring , funny and finally transporting re-imagining of Beauty and the Beast and 1930s horror films",5
12513,"The Pinochet Case is a searing album of remembrance from those who , having survived , suffered most .",3
12514,A sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies .,4
12515,"Argento , at only 26 , brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein and bled the raw film stock .",4
12516,"With so many bad romances out there , this is the kind of movie that deserves a chance to shine .",4
12517,"Brash , intelligent and erotically perplexing , Haneke 's portrait of an upper class Austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .",5
12518,"Though Jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",4
12519,`` The Quiet American '' begins in Saigon in 1952 .,3
12520,That 's its first sign of trouble .,2
12521,A dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3D goggles the theater provides .,4
12522,Be patient with the lovely Hush !,4
12523,"and your reward will be a thoughtful , emotional movie experience .",5
12524,The large-format film is well suited to capture these musicians in full regalia and the incredible IMAX sound system lets you feel the beat down to your toes .,5
12525,"Godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .",5
12526,"The kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .",5
12527,"Unlike most surf movies , Blue Crush thrillingly uses modern technology to take the viewer inside the wave .",4
12528,By the end you ca n't help but feel ` stoked . ',4
12529,"The off-center humor is a constant , and the ensemble gives it a buoyant delivery .",4
12530,A tasty slice of droll whimsy .,3
12531,Mike Leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life,5
12532,"Awesome work : ineffable , elusive , yet inexplicably powerful",5
12533,"Sparkling , often hilarious romantic jealousy comedy ... Attal looks so much like a young Robert DeNiro that it seems the film should instead be called ` My Husband Is Travis Bickle ' .",5
12534,"Even if you 're an agnostic carnivore , you can enjoy much of Jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced Monty Pythonesque flavor .",4
12535,Where Bowling for Columbine is at its most valuable is in its examination of America 's culture of fear as a root cause of gun violence .,3
12536,"The result is somewhat satisfying -- it still comes from Spielberg , who has never made anything that was n't at least watchable .",4
12537,But it 's also disappointing to a certain degree .,2
12538,The all-French cast is marveilleux .,5
12539,There 's a lot to recommend Read My Lips .,4
12540,A minor film with major pleasures from Portuguese master Manoel de Oliviera ...,5
12541,Brosnan gives a portrayal as solid and as perfect as his outstanding performance as Bond in Die Another Day .,5
12542,"Audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but otherwise the production is suitably elegant .",4
12543,The movie is ... very funny as you peek at it through the fingers in front of your eyes .,4
12544,"Nicks sustains the level of exaggerated , stylized humor throughout by taking your expectations and twisting them just a bit .",4
12545,A refreshing change from the usual whoopee-cushion effort aimed at the youth market .,5
12546,It finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice .,4
12547,... an enjoyably frothy ` date movie ' ...,5
12548,"The genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates .",5
12549,Two Weeks Notice has appeal beyond being a Sandra Bullock vehicle or a standard romantic comedy .,4
12550,The movie 's seams may show ... but Pellington gives `` Mothman '' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling .,4
12551,"If Mostly Martha is mostly unsurprising , it 's still a sweet , even delectable diversion .",4
12552,A wild comedy that could only spring from the demented mind of the writer of Being John Malkovich .,4
12553,Schnitzler does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past . ',5
12554,"A fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . '",5
12555,"Mana gives us compelling , damaged characters who we want to help -- or hurt .",3
12556,"The sentimental script has problems , but the actors pick up the slack .",4
12557,A good documentary can make interesting a subject you thought would leave you cold .,4
12558,A case in point : Doug Pray 's Scratch .,3
12559,Abderrahmane Sissako 's Heremakono ( Waiting for Happiness ) is an elegiac portrait of a transit city on the West African coast struggling against foreign influences .,3
12560,"In XXX , Diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .",5
12561,An engrossing and grim portrait of hookers : what they think of themselves and their clients .,5
12562,"It all plays out ... like a high-end John Hughes comedy , a kind of Elder Bueller 's Time Out .",4
12563,"The film is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work .",5
12564,This is one of the rarest kinds of films : a family-oriented non-Disney film that is actually funny without hitting below the belt .,4
12565,It is refreshingly undogmatic about its characters .,5
12566,A moving and important film .,5
12567,"Deep intelligence and a warm , enveloping affection breathe out of every frame .",5
12568,"Famuyiwa 's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the clich̩-riddled genre can offer .",5
12569,Showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .,5
12570,"Sweet Home Alabama is n't going to win any Academy Awards , but this date-night diversion will definitely win some hearts .",4
12571,a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,4
12572,"A gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost .",5
12573,"Even though many of these guys are less than adorable ( their lamentations are pretty much self-centered ) , there 's something vital about the movie .",4
12574,A tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers .,4
12575,"It is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .",4
12576,"When twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we 'd live in if Argento 's Hollywood counterparts ... had this much imagination and nerve .",4
12577,Maryam is more timely now than ever .,4
12578,"An eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake .",5
12579,Piccoli gives a superb performance full of deep feeling .,5
12580,"What a concept , what an idea , what a thrill ride .",5
12581,This is a more fascinating look at the future than `` Bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen .,4
12582,The rare movie that 's as crisp and to the point as the novel on which it 's based .,5
12583,"A film of epic scale with an intimate feeling , a saga of the ups and downs of friendships .",4
12584,Sayles has an eye for the ways people of different ethnicities talk to and about others outside the group .,4
12585,`` Nicholas Nickleby '' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year .,4
12586,"Charlie Hunnam has the twinkling eyes , repressed smile and determined face needed to carry out a Dickensian hero .",5
12587,"Niccol the filmmaker merges his collaborators ' symbolic images with his words , insinuating , for example , that in Hollywood , only God speaks to the press",4
12588,"Khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum .",4
12589,"Impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` Manhunter ' was .",5
12590,It 's a solid movie about people whose lives are anything but .,4
12591,"Though a touch too Arthouse 101 in its poetic symbolism , Heaven proves to be a good match of the sensibilities of two directors .",4
12592,I simply ca n't recommend it enough .,4
12593,Wiseman reveals the victims of domestic abuse in all of their pity and terror .,3
12594,"Muccino , who directed from his own screenplay , is a canny crowd pleaser , and The Last Kiss ... provides more than enough sentimental catharsis for a satisfying evening at the multiplex .",5
12595,We want the funk - and this movie 's got it .,4
12596,"Wow , so who knew Charles Dickens could be so light-hearted ?",4
12597,"Many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and I do n't think that A.C. will help this movie one bit .",1
12598,"The storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome .",5
12599,"A miraculous movie , I 'm Going Home is so slight , yet overflows with wisdom and emotion .",5
12600,"Baran is shockingly devoid of your typical Majid Majidi shoe-loving , crippled children .",2
12601,"Every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat .",5
12602,"A fine , rousing , G-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats .",5
12603,"The series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities .",4
12604,Richly entertaining and suggestive of any number of metaphorical readings .,5
12605,A compelling allegory about the last days of Germany 's democratic Weimar Republic .,4
12606,Offers a guilt-free trip into feel-good territory .,5
12607,"A B-movie you can sit through , enjoy on a certain level and then forget .",4
12608,Devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .,4
12609,"Disappointingly , the characters are too strange and dysfunctional , Tom included , to ever get under the skin , but this is compensated in large part by the off-the-wall dialogue , visual playfulness and the outlandishness of the idea itself .",3
12610,"Director Todd Solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates .",4
12611,"The word that comes to mind , while watching Eric Rohmer 's tribute to a courageous Scottish lady , is painterly .",4
12612,A fascinating case study of flower-power liberation -- and the price that was paid for it .,5
12613,"Bluer than the Atlantic and more biologically detailed than an autopsy , the movie ... is , also , frequently hilarious .",5
12614,"Really is a pan-American movie , with moments of genuine insight into the urban heart .",4
12615,"An overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort .",4
12616,"Peppering this urban study with references to Norwegian folktales , Villeneuve creates in Maelstrom a world where the bizarre is credible and the real turns magical .",4
12617,Ong 's promising debut is a warm and well-told tale of one recent Chinese immigrant 's experiences in New York City .,5
12618,That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .,5
12619,"There 's not much to Fatale , outside of its stylish surprises ... but that 's OK .",3
